RRN Network: N=5000 degree=20
20,4707,1044,3789,4747,2856,770,4398,729,4468,4761,4987,2276,3218,2930,4807,1804,3125,3627,4188,1273,
20,3636,2078,1693,1268,166,1235,3283,3469,1686,718,1390,3538,3749,1229,1182,3510,4499,1282,2859,1278,
20,3334,4170,159,2297,2944,700,1102,1470,1489,2174,2796,3614,4394,1310,162,407,4635,4245,268,4305,
20,4415,2104,214,2613,745,1185,2551,2606,4851,1988,4655,4419,3452,2025,3159,488,353,3345,986,2114,
20,4130,3601,200,48,798,4795,2502,2447,82,1244,2690,3721,3517,4542,1641,402,2160,2383,2376,829,
20,4031,1625,1213,2886,3603,1758,14,3234,2399,354,1865,603,2750,1165,4180,2716,4344,3563,2934,3759,
20,4120,2704,4914,2035,4750,2006,1649,29,2414,89,3329,3077,3112,2072,4022,274,3556,1347,4184,3692,
20,1316,4544,3238,2058,2404,4079,2902,1344,1214,3960,4352,4393,3695,2765,4963,1299,1068,3872,2575,1720,
20,1188,1763,1595,2725,3690,3629,2925,283,1452,3348,1697,4999,1521,3066,1659,557,2222,4141,141,1997,
20,3259,2052,3455,815,3241,1422,4774,1057,4001,1648,72,1406,1933,2830,809,4606,419,2889,2100,43,
20,3808,1084,2232,1791,4648,912,704,3250,4298,595,1482,2824,2599,1050,4140,1963,3849,3498,159,3235,
20,4433,3366,4897,4681,3897,4560,3602,4115,1922,226,2795,3869,1522,1474,3292,1619,2373,69,3973,3932,
20,608,2206,962,3225,1520,1967,4721,537,4319,3632,1266,4034,2784,1031,1835,2820,3455,3713,2938,4407,
20,3663,4642,4528,2516,1703,1168,2853,2179,4037,3479,4130,2103,2586,3063,4792,1746,1333,79,488,4117,
20,2175,2260,4409,964,4455,5,1853,1429,4480,2229,1904,2870,2486,2397,4277,3877,4904,2823,4546,3891,
20,882,3333,2435,845,4044,3923,3049,4077,1909,3311,3092,809,2911,108,2824,3008,4556,568,65,182,
20,4547,2703,4757,836,1609,495,2066,366,2642,4806,1693,3549,3232,3308,2428,4735,3418,1335,4471,4198,
20,652,4744,927,674,2834,3821,3992,3891,1082,4880,4064,2531,4349,4291,3720,2478,4892,2934,3104,2941,
20,4220,1751,4873,1822,3728,3977,3661,878,3106,1583,4958,3640,1459,3368,3253,3749,1358,3329,3843,1743,
20,3194,3574,195,2214,137,2929,4175,1835,1877,157,104,3273,4690,771,656,2145,3748,1830,4710,2326,
20,4084,2276,4929,867,4490,3763,3871,1202,3530,4346,2498,1416,2849,2927,3755,305,848,3867,3005,3728,
20,4724,4200,1463,857,4178,1258,4410,2651,200,1070,1323,3171,448,4832,793,2045,3868,1273,344,2990,
20,3254,2572,386,1144,1698,3348,1348,1031,4081,3598,2290,4069,2787,2882,4668,1857,479,3652,1073,1527,
20,2372,2020,2786,1323,331,3876,1124,279,2576,3450,4548,287,2099,3743,4077,2958,541,2849,3709,2654,
20,3085,1773,4889,4928,137,1586,3998,4053,1907,555,3586,4574,2725,1094,1383,3620,2901,494,904,162,
