RRN Network: N=5000 degree=20
20,2609,4667,1598,3994,1768,3776,1948,4543,4276,186,4238,158,2409,2910,820,4886,838,4714,1831,2274,
20,2906,2464,982,2654,2638,3601,1852,321,277,1973,894,3771,1865,2235,2420,1751,3034,1759,4082,4547,
20,4362,1354,1467,4343,1625,120,4034,2833,921,2317,874,4221,4402,3630,3372,2559,967,978,4383,1985,
20,638,1801,3834,475,3260,2254,3637,2321,3926,202,3056,2118,904,3392,2035,3963,4269,1741,4467,1591,
20,493,4261,803,3333,4011,3879,2394,790,420,129,3028,2284,458,4992,61,3802,1358,3631,1553,4732,
20,1102,2773,2696,3733,227,3631,3348,2957,1811,1235,1204,2547,262,2587,475,784,235,2475,1633,3041,
20,3802,3313,2811,3354,4346,2015,3461,2097,2831,2073,721,3782,1889,1869,13,3104,1047,4498,4861,880,
20,3955,3950,4213,2813,665,4702,1079,619,2298,3208,3081,96,4837,3712,4855,2875,279,847,2806,3356,
20,1361,4222,4099,889,4103,4906,3925,4501,2068,1167,2614,3737,401,269,700,2218,507,2223,1880,4650,
20,143,4612,1890,2032,1261,1278,2088,2212,760,2609,4766,2858,956,4787,1026,2273,1993,761,4188,3095,
20,1725,1889,1816,4057,1713,388,1683,180,2640,2635,1418,2762,3658,3820,1008,1649,764,3651,2305,79,
20,687,794,2778,3413,44,1383,3862,1307,1638,4891,447,4064,4524,3258,1343,3368,223,2958,1039,2392,
20,3592,3299,4313,3135,4640,1653,4316,1843,3798,2061,1617,3578,3141,4200,694,938,2628,1400,1494,376,
20,578,1214,2853,2683,3722,3872,1304,3902,4648,2054,2903,4941,4489,2584,2670,3559,6,2083,3307,4615,
20,2164,1724,1734,532,2384,2253,4711,4881,3175,15,2143,3589,2750,2896,529,4571,2476,2603,2135,2163,
20,4290,4552,1003,2246,4364,1372,14,3294,4004,1388,4548,3063,394,4920,1154,2938,1351,1919,1058,2674,
20,4910,876,1193,3221,4628,3966,967,2093,1116,386,2352,2667,1171,749,3589,2529,2942,3169,2012,989,
20,4881,2768,2954,2275,2778,2236,842,3735,391,148,870,681,617,3095,1604,2218,1129,2828,2077,3767,
20,3533,4158,1429,1853,1113,3694,2103,4975,373,1973,4395,3574,4085,1194,3809,4335,2143,4365,4477,267,
20,2491,3263,2363,27,946,2889,3238,2837,2737,1877,768,2226,3273,1630,4286,2099,4780,3640,258,621,
