RRN Network: N=5000 degree=20
20,1349,3393,462,1978,2421,1786,2071,397,3294,2880,709,1662,3766,1984,1406,4334,2618,2268,2152,1945,
20,758,4296,1186,2345,2472,1409,4022,416,82,4555,570,975,4270,3516,3932,1012,4942,3502,3131,1196,
20,3001,1449,3187,1174,1668,1879,4444,3390,942,3723,2661,1149,209,3231,4848,4802,3488,1872,4001,1380,
20,3086,1474,1545,1882,3505,168,3736,2598,3341,3264,4521,3292,1386,4785,2487,1871,4667,2771,1696,2929,
20,2755,746,1508,2613,3883,1447,2814,1073,2502,4923,4358,645,4143,233,1394,4944,3149,1168,3123,3821,
20,1631,655,3624,3652,3007,271,1922,4558,1125,3788,911,2926,4752,56,4064,2180,129,2867,3353,3227,
20,555,1369,4124,4636,3529,2219,4981,201,3436,4476,1174,3617,4750,4436,560,1658,2501,3537,2425,2029,
20,4778,2467,644,1146,172,3775,952,1069,783,1010,3929,2495,164,2301,4019,474,2121,1941,4411,3930,
20,1322,4444,3762,3469,2534,268,1223,3746,1113,4607,1671,2694,2431,1430,3029,309,3180,549,3396,1627,
20,313,4650,544,2918,3276,4378,4533,268,1426,110,3834,731,2999,3820,2767,2268,3702,3081,2787,894,
20,4209,816,4094,199,4926,2574,313,2650,3194,4105,864,648,3172,4661,4418,4275,4939,109,4854,360,
20,2869,2638,4526,4066,2428,3885,1178,3302,4615,1376,4826,1036,3504,1968,1988,2004,4514,4884,1393,593,
20,3075,2653,1681,2201,4456,1568,4087,3835,631,1443,2222,2640,2543,3600,1720,4530,883,3480,1872,3416,
20,4974,3502,3458,574,42,2977,1567,3647,4813,442,1883,2797,3537,3302,437,668,1381,1603,1284,3688,
20,3448,3429,4868,559,1578,4606,182,1951,1402,3294,2612,2514,1093,2207,3847,3158,815,1729,233,4533,
20,4595,1831,2067,2735,933,1341,3172,3194,2830,4298,1803,1155,392,3790,1059,3071,4893,2879,1722,2844,
20,1727,786,2762,2149,1766,1013,657,774,3686,4199,2579,745,3939,2260,4405,1353,4778,3838,304,989,
20,3354,270,2195,3537,1565,4283,1427,4125,4832,4297,1666,1988,1764,3415,2113,3319,2007,1514,3933,4893,
20,106,476,4487,175,1876,4339,1586,4937,2200,3856,3608,1387,1953,4033,4797,3945,2203,2977,1659,3846,
20,4052,485,3966,4737,319,4577,1989,779,373,3190,200,4625,424,3884,3021,1041,1348,56,3995,300,
20,4986,1868,607,642,714,1424,1229,4056,436,4461,3837,4363,409,3334,1151,235,2287,4878,1273,3347,
20,4419,1544,3125,644,1764,3339,1536,2841,3628,3516,3182,3412,4965,4196,2589,484,4780,3783,2297,613,
20,3828,518,1355,4931,2237,3569,3600,3581,137,4214,3456,3132,1411,4381,1638,1027,2796,2106,1577,677,
20,3912,2124,854,1194,3061,1509,148,3843,4289,2896,4548,2718,425,3544,3841,1258,4815,4846,465,3201,
20,2795,4369,2719,4497,2994,4632,1991,1828,3151,2093,4647,3456,566,1627,1409,3685,1035,2620,3435,646,
20,4942,3477,3949,3688,4717,2412,2821,777,477,4856,65,3674,3928,2062,173,3273,2420,1435,2882,3211,
20,2860,2979,428,228,1980,534,3676,4618,2173,1890,4166,979,2200,3809,4243,1330,2822,784,2806,4244,
20,1305,3629,3907,925,3604,2496,469,3794,4122,4908,1500,1217,508,113,3283,3994,3473,4071,2095,2337,
20,1469,2495,4138,4801,3681,3683,3700,4240,1466,4182,3193,3078,3102,192,3362,1303,3253,2224,1756,380,
20,2214,3125,4134,3341,2596,4100,2997,3735,2619,1065,587,266,4839,4613,1541,3921,790,2707,4927,93,
20,1138,3044,4744,3990,3756,4986,315,4455,1430,3314,2521,4143,4482,521,2624,3989,943,1048,991,1580,
20,4818,1160,1219,3989,283,486,610,3905,3525,580,3423,4904,781,1791,1911,4512,223,1198,4676,436,
20,259,3480,347,1372,4688,601,942,472,2532,2860,572,4889,4850,2986,3455,730,2191,4791,2876,1339,
20,3648,650,371,638,979,3597,309,984,2957,1047,3722,3375,4494,3094,39,2305,4016,2439,4734,2794,
20,1292,113,1765,2712,2050,4615,1867,411,4568,1120,3479,2700,4408,975,3085,4333,3532,3598,3799,886,
20,3624,2634,1538,2807,1132,545,4923,3939,2030,1760,4054,3902,2547,1791,3030,1513,4226,1776,2282,854,
20,4744,2396,713,967,2536,1161,2102,4092,3358,3406,2528,208,4446,3149,1427,2163,2271,3084,4772,566,
20,754,2339,2797,1943,3343,3581,3478,204,2325,197,1950,3426,3197,3645,2076,1174,2682,1860,3971,1539,
20,4256,2857,4382,60,4371,166,459,2457,39,1064,3021,442,161,1588,3477,4864,1204,4745,3700,1026,
20,2494,2854,1059,2925,1575,3320,3236,1564,2492,38,1640,1981,3004,4741,4486,33,2255,1547,2877,4982,
20,2498,961,682,2777,3031,3301,954,3389,1633,2845,2851,3430,951,1471,3255,4737,3424,2068,2530,2473,
20,2963,2067,765,2426,867,554,61,2934,4730,848,1733,2780,3838,3670,1032,1513,842,3143,3539,2606,
20,3414,3924,13,2300,3800,3512,3321,2000,682,3564,476,435,1948,1766,3838,2487,1438,3847,4143,1995,
20,223,2076,2717,331,4859,579,1113,2371,3304,1213,1948,2029,1349,4554,1758,180,4679,3153,447,1984,
20,1332,4624,4665,2987,4563,4897,3526,2510,3574,4224,2304,4785,3000,3195,2812,507,1783,3116,2204,4709,
20,528,1107,3972,1145,2870,4346,3896,1868,2825,1036,4574,1142,3550,4779,1962,2311,87,1425,4213,2222,
20,2034,4909,3014,3433,3721,1014,3361,3074,1079,4983,104,2772,304,3455,97,3927,3052,1413,2476,2111,
20,1063,504,1005,2892,1120,4436,803,2231,4229,3194,3727,2208,4707,2751,2642,922,2669,3122,3859,4812,
20,4570,2910,3124,2818,1265,2479,1222,4922,2201,2782,2084,4309,3888,2040,1326,4082,3339,1614,3252,4928,
20,1667,516,2883,3615,1218,1766,539,4185,2807,3973,3699,1701,4253,3178,302,2411,3389,3893,1743,3281,
20,1697,4892,4854,1435,4759,1365,2658,1498,1844,740,2225,651,4355,2784,2289,474,2589,1178,715,1453,
20,537,71,3175,2820,3672,4402,4700,1918,4987,347,838,4141,1734,1294,550,1805,2531,3789,4127,2921,
20,445,193,3838,622,3860,2984,2790,1203,1482,3667,783,2438,2705,250,4039,4235,4020,4863,4939,4247,
